"participant","condition","condition_numeric","session_number","time","rand_int","rand_slope_cond","rand_slope_order","rand_slope_time","rand_slope_interaction","error_term","effort"
"p01","control",0,2,1,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,0.180504274692215,4
"p01","control",0,2,2,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.0837318896131962,4
"p01","control",0,2,3,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.188595721583159,5
"p01","control",0,2,4,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,0.00157687967633228,6
"p01","control",0,2,5,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.0492192312456295,6
"p01","control",0,2,6,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.0523844091116594,7
"p01","control",0,2,7,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.0471574057795162,7
"p01","control",0,2,8,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.0174872228419144,8
"p01","control",0,2,9,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.0612698985106951,8
"p01","control",0,2,10,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.0540816754004978,9
"p01","control",0,2,11,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.12223124441039,9
"p01","control",0,2,12,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,0.0209520339413601,10
"p01","control",0,2,13,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,0.0251147106429397,10
"p01","control",0,2,14,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,0.0194976390787741,10
"p01","control",0,2,15,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.103570720032689,10
"p01","support",1,1,1,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,0.0596513812630351,4
"p01","support",1,1,2,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,0.075191727549798,4
"p01","support",1,1,3,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.124505443607508,5
"p01","support",1,1,4,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.129984460368975,5
"p01","support",1,1,5,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,0.211982816458775,6
"p01","support",1,1,6,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,0.0545477409552323,6
"p01","support",1,1,7,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,0.0155339190235631,7
"p01","support",1,1,8,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.0685680430308537,7
"p01","support",1,1,9,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,0.0414853871009589,8
"p01","support",1,1,10,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,0.109810031563942,8
"p01","support",1,1,11,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.0819220362585982,8
"p01","support",1,1,12,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.0617029410794328,9
"p01","support",1,1,13,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,0.0489829831392525,9
"p01","support",1,1,14,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.0713530387071306,10
"p01","support",1,1,15,0.125197904232336,-0.0326887465140458,0.0166458405168278,0.0733401007807687,-0.0180797642828053,-0.146457917537625,10
"p02","control",0,2,1,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.0792724102191858,4
"p02","control",0,2,2,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.0641107781079241,4
"p02","control",0,2,3,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.201902262170082,4
"p02","control",0,2,4,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.00697463756390944,5
"p02","control",0,2,5,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.281603911258477,5
"p02","control",0,2,6,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.0579744868722069,5
"p02","control",0,2,7,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.109407502611771,5
"p02","control",0,2,8,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.112247591427522,6
"p02","control",0,2,9,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.0216860869744621,6
"p02","control",0,2,10,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.0719086411421573,6
"p02","control",0,2,11,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.0835199544235598,6
"p02","control",0,2,12,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.14069319478872,7
"p02","control",0,2,13,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.0302881368310574,7
"p02","control",0,2,14,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.10747324867619,7
"p02","control",0,2,15,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.067160248036579,8
"p02","support",1,1,1,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.0697176312824303,4
"p02","support",1,1,2,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.121103200861592,4
"p02","support",1,1,3,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.0402689789806688,4
"p02","support",1,1,4,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.238269704888793,5
"p02","support",1,1,5,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.0319179378031469,5
"p02","support",1,1,6,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.0716756305320646,5
"p02","support",1,1,7,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.0314477356794367,5
"p02","support",1,1,8,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.0325146338581711,6
"p02","support",1,1,9,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.000607823681165806,6
"p02","support",1,1,10,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.12868033561681,6
"p02","support",1,1,11,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.10393870798388,6
"p02","support",1,1,12,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.0385799112424329,7
"p02","support",1,1,13,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,0.192757653146889,7
"p02","support",1,1,14,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.0533793297245384,7
"p02","support",1,1,15,0.122043599595567,0.141764552144726,-0.103557583779674,-0.134139704923685,-0.00136910153954426,-0.0482213372357485,7
"p03","control",0,1,1,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.0446252247499221,4
"p03","control",0,1,2,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.117295740206798,5
"p03","control",0,1,3,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.116003879289057,5
"p03","control",0,1,4,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,-0.0865948173262838,5
"p03","control",0,1,5,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,-0.131808278220448,5
"p03","control",0,1,6,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,-0.0966668883913647,6
"p03","control",0,1,7,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.114989253464435,6
"p03","control",0,1,8,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.197082920152398,7
"p03","control",0,1,9,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,-0.0793993328334692,7
"p03","control",0,1,10,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.162309248809792,7
"p03","control",0,1,11,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,-0.279743963995247,7
"p03","control",0,1,12,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.0650157729582575,8
"p03","control",0,1,13,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.0148196993810074,8
"p03","control",0,1,14,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,-0.0947956599787642,9
"p03","control",0,1,15,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,-0.201625143656347,9
"p03","support",1,2,1,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,-0.136127415290399,4
"p03","support",1,2,2,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.0257888421377912,4
"p03","support",1,2,3,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.0913779144712339,5
"p03","support",1,2,4,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.0480459101633097,5
"p03","support",1,2,5,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,-0.0228821308196055,5
"p03","support",1,2,6,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.0677020558722847,6
"p03","support",1,2,7,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.0244866895213127,6
"p03","support",1,2,8,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.112434736623765,6
"p03","support",1,2,9,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.0428296084962852,7
"p03","support",1,2,10,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.132302905430191,7
"p03","support",1,2,11,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,-0.22557587455193,7
"p03","support",1,2,12,0.399869115687162,-0.232456086689644,-0.0280455329275745,-0.076367329413414,0.0154971713466877,0.0178944851599103,7
